Files,size
file1,0.147368421053
file2,1.0
file3,0.526315789474
file4,0.231578947368
file5,0.178947368421
file6,0.831578947368
file7,0.231578947368
file8,0.231578947368
file9,0.252631578947
file10,0.178947368421
file11,0.231578947368
file12,0.168421052632
file13,0.136842105263
file14,0.126315789474
file15,0.368421052632
file16,0.368421052632
file17,0.812602796053
