Files	Filesizes	Extracted Text	Metadata
345	76.8719144268	21.5304443225	1.5976412507
346	76.5476513712	21.8707575346	1.5815910942
347	76.2630876256	22.0996416274	1.637270747
348	74.2688887108	24.7976924926	0.9334187966
349	93.1501092621	4.8915784165	1.9583123214
350	76.5175610746	21.9056642079	1.5767747175
351	75.9462828649	22.7334542158	1.3202629193
352	76.9808595161	21.336222463	1.682918021
353	70.4884941461	20.1453371013	9.3661687525
354	73.74724143	25.5671619832	0.6855965867
355	73.8194238194	25.3155628156	0.865013365
356	66.2754029432	29.6601261388	4.064470918
357	72.2369971385	26.9786231274	0.7843797341
358	73.5789649975	25.640596215	0.7804387875
359	77.0137417848	21.7207104448	1.2655477704
360	73.764832794	25.3973390867	0.8378281194
361	77.8767367296	20.4631278945	1.6601353759
362	59.9197247706	26.7775229358	13.3027522936
363	76.4761678919	22.142518378	1.3813137301
364	67.5221238938	12.0353982301	20.4424778761
365	76.8061832711	21.667649178	1.5261675509
366	75.4981596649	23.0232262978	1.4786140373
367	77.231367646	21.1502396333	1.6183927207
368	76.5324111744	21.8877135883	1.5798752373
369	56.5617069273	43.0002819814	0.4380110913
370	76.7162549475	21.6937354988	1.5900095537
371	62.5258799172	13.5610766046	23.9130434783
372	89.1802824702	10.4970922182	0.3226253115
373	76.7821748343	21.6253161096	1.5925090561
374	76.1723192187	22.2690480969	1.5586326845
375	71.2431352971	17.174238642	11.5826260609
376	74.2630567126	24.8037487985	0.9331944889
377	76.1534691591	22.215220892	1.6313099489
378	73.1537793223	6.7767158992	20.0695047785
379	74.5983827493	24.5642407907	0.83737646
380	67.2661870504	11.9604316547	20.773381295
381	71.8634686347	22.7859778598	5.3505535055
382	59.9197247706	26.7775229358	13.3027522936
383	66.4770418529	24.0958959772	9.4270621699
384	54.9274255157	27.4255156608	17.6470588235
385	81.8867924528	13.5054617676	4.6077457795
386	74.2688887108	24.7976924926	0.9334187966
387	59.9197247706	26.7775229358	13.3027522936
388	76.9601763814	21.4344770566	1.6053465619
389	76.0784083573	22.5541405012	1.3674511415
390	76.4281378566	22.0004046672	1.5714574762
391	59.2274678112	7.7253218884	33.0472103004
392	75.3152039555	23.2447466007	1.4400494438
393	66.3268661624	29.858599145	3.8145346925
394	74.3261586194	24.1677978153	1.5060435654
395	77.7698914046	20.5763361488	1.6537724466
396	77.4038164639	21.1572901871	1.438893349
397	70.9142201396	27.9716936024	1.114086258
398	89.6831530139	5.8346213292	4.4822256569
399	64.1638702461	32.5922818792	3.2438478747
400	83.513555869	12.8506503683	3.6357937627
401	71.2448860316	15.1957919345	13.5593220339
402	73.9215686275	24.8093681917	1.2690631808
403	77.7698914046	20.5763361488	1.6537724466
404	70.8674522335	28.6154938641	0.5170539023
405	69.4915254237	10.9322033898	19.5762711864
406	76.5855480177	21.9642746001	1.4501773822
407	76.3725551852	22.162128168	1.4653166468
408	73.8862115591	25.3059667857	0.8078216552
409	75.5801385975	22.9385212029	1.4813401996
410	87.2340425532	4.6738751308	8.092082316
411	77.7030375982	20.6471712809	1.6497911209
412	59.9197247706	26.7775229358	13.3027522936
413	71.9299051469	27.5349670426	0.5351278106
414	77.2325468087	21.1456810747	1.6217721167
415	59.392975156	39.187369967	1.419654877
416	93.7208938897	5.550867323	0.7282387873
417	76.6813005026	21.8362282878	1.4824712095
418	76.4001973847	22.1625956082	1.4372070072
419	61.6845895116	37.2116158984	1.10379459
420	73.6171744903	25.3341734552	1.0486520546
421	73.0376873013	26.2570001514	0.7053125473
422	79.6166605234	16.10762993	4.2757095466
423	59.9197247706	26.7775229358	13.3027522936
424	76.4086249558	21.9441498763	1.6472251679
425	62.1086325898	35.5706712014	2.3206962089
426	75.6468889156	22.9510169696	1.4020941148
427	47.5	4.375	48.125
428	59.9197247706	26.7775229358	13.3027522936
429	77.4347125954	20.9339774557	1.6313099489
430	76.1534691591	22.215220892	1.6313099489
431	59.9197247706	26.7775229358	13.3027522936
432	68.0887372014	12.2013651877	19.7098976109
433	60.7178464606	16.2512462612	23.0309072782
434	61.2188365651	22.783933518	15.9972299169
435	62.5641025641	13.7435897436	23.6923076923
436	68.2456140351	11.4912280702	20.2631578947
437	73.8228739846	25.3396592625	0.8374667529
438	75.300060012	23.5347069414	1.1652330466
439	59.9197247706	26.7775229358	13.3027522936
440	59.9197247706	26.7775229358	13.3027522936
441	69.1975841242	10.8714408973	19.9309749784
442	75.9566834972	22.4953494552	1.5479670476
443	75.1227385836	23.310242787	1.5670186294
444	61.0561056106	19.8844884488	19.0594059406
445	77.7817226443	20.5638003266	1.654477029
446	71.3987221028	27.8957090513	0.705568846
447	77.3926100013	21.086303695	1.5210863037
448	77.735199378	20.9707875153	1.2940131067
449	67.3529411765	29.0557275542	3.5913312694
450	66.6355140187	11.7757009346	21.5887850467
451	77.4385547231	20.9299068693	1.6315384077
452	63.4100642398	33.4850107066	3.1049250535
453	74.2669079112	25.0062390816	0.7268530072
454	71.914893617	26.4326241135	1.6524822695
455	77.8767367296	20.4631278945	1.6601353759
456	55.938538206	39.2441860465	4.8172757475
457	87.2022051585	8.2299665288	4.5678283127
458	74.2577064852	24.7984769312	0.9438165836
459	74.4437954654	24.3190144958	1.2371900388
460	78.2721382289	11.7062634989	10.0215982721
461	73.2781456954	19.0397350993	7.6821192053
462	64.6350106308	18.993621545	16.3713678242
463	67.1539961014	25.3086419753	7.5373619233
464	76.3145524142	22.1207440736	1.5647035122
465	75.2403253636	23.3238846438	1.4357899926
466	71.3646532438	27.9309510853	0.7043956708
467	77.615977898	21.042937723	1.341084379
468	55.9490084986	11.3314447592	32.7195467422
469	76.6235534377	21.7903335602	1.586113002
470	74.4153494247	24.7891843911	0.7954661842
471	71.425111999	27.8695968035	0.7052911975
472	76.1060850167	22.4501177345	1.4437972487
473	70.2647657841	24.485177642	5.2500565739
474	67.3524150268	11.9856887299	20.6618962433
475	61.509867697	37.9203247658	0.5698075371
476	77.422349161	20.9139593002	1.6636915387
477	54.8083029716	44.4128756226	0.7788214059
478	70.4184847283	28.4262197541	1.1552955177
479	77.1860481243	21.1982525484	1.6156993274
480	59.9197247706	26.7775229358	13.3027522936
481	59.9197247706	26.7775229358	13.3027522936
482	76.9776247849	21.4182444062	1.604130809
483	67.7700348432	12.1080139373	20.1219512195
484	75.4981596649	23.0232262978	1.4786140373
485	72.5676021808	26.5798236306	0.8525741886
486	75.664423682	23.207629375	1.1279469429
487	73.7678090104	25.484533436	0.7476575536
488	72.3988806919	26.8602136861	0.740905622
489	77.4040142667	20.9665011539	1.6294845793
490	77.7400667096	20.8964831178	1.3634501726
491	55.8435438266	33.2233741753	10.9330819981
492	74.2688887108	24.7976924926	0.9334187966
493	77.1948088001	21.1881462975	1.6170449025
494	59.9197247706	26.7775229358	13.3027522936
495	77.9165180164	20.4209775241	1.6625044595
496	75.437820067	23.0890813681	1.4730985648
497	73.8414916453	25.1778273496	0.9806810051
498	76.7083077343	21.7011400096	1.5905522561
499	59.9197247706	26.7775229358	13.3027522936
500	74.6295482686	24.439829053	0.9306226784
501	76.9850561256	21.4103711866	1.6045726878
502	67.8903133469	31.7549255458	0.3547611072
503	85.5740503628	4.5241143833	9.901835254
504	75.7624141785	23.3075203577	0.9300654638
505	90.4847583129	8.7090412097	0.8062004775
506	79.970436068	15.7427937916	4.2867701404
507	56.4917127072	11.6022099448	31.9060773481
508	77.0883714503	21.3017342638	1.6098942859
509	77.7175929361	20.5535356533	1.7288714106
510	59.9197247706	26.7775229358	13.3027522936
511	74.5023784233	24.4215582136	1.076063363
512	59.7411050043	38.5811397165	1.6777552791
513	73.8583426842	25.349382842	0.7922744738
514	66.3273296789	24.5888801879	9.0837901331
515	61.3785557987	25.9299781182	12.6914660832
516	76.0524538496	22.63619991	1.3113462404
517	70.6233125954	28.8296748445	0.5470125602
518	73.3382570162	25.3380297693	1.3237132144
519	74.2669443999	24.7997115847	0.9333440154
520	75.7575757576	23.3121731145	0.9302511279
521	65.0860736007	32.522420369	2.3915060303
522	75.0091452262	23.5702963053	1.4205584685
523	75.6374378109	23.1550580431	1.2075041459
524	77.243968574	21.1360634082	1.6199680178
525	66.6355140187	11.7757009346	21.5887850467
526	75.5899001463	22.9281943649	1.4819054888
527	64.1441441441	15.045045045	20.8108108108
528	76.988656889	21.3279387328	1.6834043783
529	77.7077402738	20.7130269757	1.5792327504
530	72.647702407	26.1935548041	1.1587427889
531	59.9197247706	26.7775229358	13.3027522936
532	59.9197247706	26.7775229358	13.3027522936
533	67.1220400729	11.839708561	21.0382513661
534	64.9193548387	30.8284457478	4.2521994135
535	67.5221238938	12.0353982301	20.4424778761
536	70.6026869014	28.6727204876	0.724592611
537	77.7462591306	20.601375789	1.6523650805
538	74.9468906914	23.9281575898	1.1249517188
539	74.6225832083	24.3489008564	1.0285159354
540	76.6501757584	21.8330946491	1.5167295925
541	76.427643383	22.1307925509	1.4415640661
542	74.5668928266	23.89829392	1.5348132534
543	57.1428571429	11.4285714286	31.4285714286
544	71.9911408816	26.7502160761	1.2586430424
545	74.4368200837	24.7832635983	0.779916318
546	77.5301166012	20.9688848805	1.5009985183
547	75.4981596649	23.0232262978	1.4786140373
548	73.5109830753	25.649981995	0.8390349298
549	61.6735292726	37.2237209522	1.1027497752
550	59.9197247706	26.7775229358	13.3027522936
551	64.2019196587	31.6743690011	4.1237113402
552	74.520963764	24.3739328401	1.1051033959
553	74.3914071248	24.6423091279	0.9662837474
554	67.1790235081	11.9349005425	20.8860759494
555	77.309014984	21.2601326455	1.4308523704
556	72.6482728655	26.6285962571	0.7231308774
557	80.0599138738	15.5963302752	4.343755851
558	76.1146284572	22.3325558147	1.5528157281
559	76.7456146338	21.6640502355	1.5903351307
560	73.4061158514	25.3590545339	1.2348296147
561	77.0483882101	21.3432732795	1.6083385104
562	59.9197247706	26.7775229358	13.3027522936
563	59.8407281001	26.9624573379	13.196814562
564	77.7012005336	20.5721061212	1.7266933452
565	74.1126773497	24.817484733	1.0698379173
566	77.8498471632	20.413032133	1.7371207038
567	76.0294865277	22.4898322318	1.4806812405
568	73.5532047293	25.5406036092	0.9061916615
569	74.3623283192	24.3677785045	1.2698931764
570	77.5165042439	21.0185476265	1.4649481295
571	75.8200189139	23.0202578269	1.1597232592
572	75.917340045	22.5394091933	1.5432507617
573	75.917340045	22.5394091933	1.5432507617
574	74.6856988124	24.4129820897	0.9013190979
575	74.1775171454	25.05052513	0.7719577245
576	73.5965319709	25.6819941167	0.7214739124
577	73.2327586207	25.930316092	0.8369252874
578	73.8787420296	25.281890558	0.8393674124
579	65.8020403733	31.6800520946	2.517907532
580	74.4333318775	24.5490675634	1.017600559
581	77.8846839142	20.4547074335	1.6606086523
582	58.8630806846	39.7188264059	1.4180929095
583	75.6429548564	22.7633378933	1.5937072503
584	56.4059900166	5.1580698835	38.4359400998
585	77.55044646	20.8113618786	1.6381916614
586	76.2865403148	22.2165114038	1.4969482814
587	62.1090909091	21.0909090909	16.8
588	72.507537166	26.2813182243	1.2111446096
589	77.1512625644	21.7063005639	1.1424368718
590	75.1894956729	23.4198746643	1.3906296628
591	73.9778565743	25.1791012374	0.8430421883
592	60.5088495575	13.9380530973	25.5530973451
593	73.5370423753	25.6233784952	0.8395791294
594	70.2647657841	24.485177642	5.2500565739
595	59.9197247706	26.7775229358	13.3027522936
596	63.5605253816	32.3216187433	4.117855875
597	77.4290929514	20.9351305813	1.6357764673
598	70.1707194606	28.9936159529	0.8356645865
599	86.3957597173	7.7486118122	5.8556284705
600	59.8525430563	38.8053683544	1.3420885894
601	72.7033042287	26.4988871769	0.7978085944
602	66.4139633286	29.4957686883	4.0902679831
603	62.4203821656	13.0573248408	24.5222929936
604	66.0962992439	24.671707123	9.2319936331
605	74.6131878437	24.3936746089	0.9931375474
606	73.6341801698	25.5776191604	0.7882006698
607	59.8635588403	26.9471290506	13.1893121092
608	75.1901234568	23.6592592593	1.150617284
609	77.7817226443	20.5638003266	1.654477029
610	69.5871946083	10.951979781	19.4608256108
611	69.6741854637	11.0275689223	19.298245614
612	58.4416898558	40.379458639	1.1788515052
613	59.9197247706	26.7775229358	13.3027522936
614	74.244991528	24.9808963753	0.7741120967
615	76.3096363365	22.5312173524	1.1591463111
