Files	Filesizes	Extracted Text	Metadata
8915	99.0074479175	0	0.9925520825
8916	98.9970932445	0.0030437231	0.9998630325
8917	98.9086016147	0	1.0913983853
8918	98.974863081	0	1.025136919
8919	99.0074479175	0	0.9925520825
8920	98.9752787959	0	1.0247212041
8921	98.9093987583	0	1.0906012417
8922	98.97531076	0	1.02468924
8923	99.0074479175	0	0.9925520825
8924	99.0074479175	0	0.9925520825
8925	98.9804785699	0	1.0195214301
8926	99.9670608534	0	0.0329391466
8927	99.0074479175	0	0.9925520825
8928	99.0074479175	0	0.9925520825
8929	76.9192849849	21.6758019272	1.4049130879
8930	99.0074479175	0	0.9925520825
8931	99.0074479175	0	0.9925520825
8932	99.0074479175	0	0.9925520825
8933	94.237033325	0.8895013781	4.8734652969
8934	99.0074479175	0	0.9925520825
8935	93.9686512903	3.4050499633	2.6262987465
8936	99.0074479175	0	0.9925520825
8937	99.0074479175	0	0.9925520825
8938	99.0056001211	0	0.9943998789
8939	99.0074479175	0	0.9925520825
8940	99.0074479175	0	0.9925520825
8941	99.0028079229	0	0.9971920771
8942	99.0044565299	0.0030213762	0.9925220938
8943	99.0074479175	0	0.9925520825
8944	98.9832711741	0	1.0167288259
8945	98.9941978843	0	1.0058021157
8946	99.0074479175	0	0.9925520825
8947	99.0074479175	0	0.9925520825
8948	92.8771009758	1.3755749473	5.7473240769
8949	98.9676671471	0.0031330284	1.0291998246
8950	98.997604626	0	1.002395374
8951	99.0074479175	0	0.9925520825
8952	99.0074479175	0	0.9925520825
8953	98.9944287988	0	1.0055712012
8954	99.0074479175	0	0.9925520825
8955	99.0014653232	0	0.9985346768
8956	99.0074479175	0	0.9925520825
8957	99.0074479175	0	0.9925520825
8958	99.0015197568	0	0.9984802432
8959	98.9599658071	0	1.0400341929
8960	99.0074479175	0	0.9925520825
8961	98.97531076	0	1.02468924
8962	98.9965788991	0	1.0034211009
8963	99.0047414903	0	0.9952585097
8964	99.0074479175	0	0.9925520825
8965	98.9477730265	0	1.0522269735
8966	99.0074479175	0	0.9925520825
8967	99.0036547823	0	0.9963452177
8968	99.0074479175	0	0.9925520825
8969	97.0185048113	2.0088823094	0.9726128793
8970	99.0074479175	0	0.9925520825
8971	93.1939163498	1.1406844107	5.6653992395
