Files	filesize	extracted text	metadata
263	62.7218934911	4.5646661031	32.7134404057
264	76.660904855	21.8247407185	1.5143544266
265	60.663507109	5.766192733	33.570300158
266	64.7512864494	3.7735849057	31.4751286449
267	59.6201486375	5.7803468208	34.5995045417
268	65.8760520275	4.208110176	29.9158377965
269	52.6674570243	21.9176052164	25.4149377593
270	60.4294478528	6.0582822086	33.5122699387
271	52.0109689214	7.4954296161	40.4936014625
272	61.3314447592	6.3031161473	32.3654390935
273	58.4289496911	5.6487202118	35.9223300971
274	61.797752809	6.9288389513	31.2734082397
275	61.8906942393	5.8345642541	32.2747415066
276	61.5102639296	6.0117302053	32.4780058651
277	59.7014925373	6.1272584446	34.1712490181
278	62.1787709497	20.8379888268	16.9832402235
279	57.1116656269	35.6207111666	7.2676232065
280	69.0860748442	30.0944481924	0.8194769634
281	80.9813475684	18.0410291425	0.9776232892
282	57.326007326	8.547008547	34.126984127
283	62.1101824391	21.3714388425	16.5183787184
284	58.2537517053	7.5716234652	34.1746248295
285	80.0557575095	19.0354497499	0.9087927406
286	76.0846560847	12.4338624339	11.4814814815
287	75.9192701134	17.0859828587	6.9947470279
288	56.6382101855	35.7962908449	7.5654989697
289	74.2481203008	18.1860902256	7.5657894737
290	58.0157687254	7.8843626807	34.099868594
291	73.673916445	23.86950399	2.456579565
292	63.26434619	12.8410159925	23.8946378175
293	60.4206500956	7.2657743786	32.3135755258
294	57.9292267366	7.9292267366	34.1415465269
295	58.2432432432	7.6351351351	34.1216216216
296	60.1809954751	6.2594268477	33.5595776772
297	72.2874589009	8.1728511038	19.5396899953
298	59.7301136364	6.8181818182	33.4517045455
299	57.5796178344	8.2165605096	34.2038216561
300	66.1251015435	3.7367993501	30.1380991064
301	76.7066307805	13.5062392953	9.7871299242
302	69.2432261632	29.1235484635	1.6332253733
303	57.9335793358	7.1586715867	34.9077490775
304	61.2049963262	6.0984570169	32.6965466569
305	56.9086651054	7.1038251366	35.987509758
306	59.1095890411	7.2602739726	33.6301369863
307	67.703568161	2.1957913998	30.1006404392
308	75.8627070034	20.9732630216	3.164029975
309	54.0372670807	8.9026915114	37.0600414079
310	81.2701749118	16.5753321823	2.1544929059
311	64.084989719	5.5517477725	30.3632625086
312	68.281535649	2.0109689214	29.7074954296
313	68.5730149917	5.8856191005	25.5413659078
314	60.2489019034	6.4421669107	33.3089311859
315	87.9753564718	11.1871713832	0.8374721449
316	66.7695473251	1.4403292181	31.7901234568
317	54.5392491468	8.8054607509	36.6552901024
318	70.1174743025	3.0837004405	26.798825257
319	74.3159525039	23.6138358286	2.0702116675
320	77.0977917981	1.7034700316	21.1987381703
321	68.9014482515	28.6117979513	2.4867537972
322	67.3209549072	13.3687002653	19.3103448276
323	67.265917603	3.8951310861	28.8389513109
324	65.0036683786	4.8422597212	30.1540719002
325	63.9585133967	3.9757994814	32.0656871219
326	66.1278988053	4.7083626142	29.1637385805
327	54.4235924933	10.1876675603	35.3887399464
328	74.9201396627	21.7591560805	3.3207042567
329	62.2102009274	5.4095826893	32.3802163833
330	75.1143641354	13.7846904544	11.1009454102
331	63.5416666667	4.0798611111	32.3784722222
332	61.4018691589	4.1121495327	34.4859813084
333	68.3760683761	3.2634032634	28.3605283605
334	80.4523323386	18.4388251924	1.108842469
335	51.3460597161	11.6495349976	37.0044052863
336	54.2695836274	8.6803105152	37.0501058574
337	66.0465116279	2.6046511628	31.3488372093
338	57.9684763573	5.8669001751	36.1646234676
339	57.4029126214	8.5558252427	34.0412621359
340	62.1963070943	3.4985422741	34.3051506317
341	61.0289389068	7.0096463023	31.961414791
342	77.1390960948	7.5910487056	15.2698551996
343	88.8767344119	9.2175715355	1.9056940526
344	63.7082601054	3.8664323374	32.4253075571
345	62.7751196172	3.4449760766	33.7799043062
346	64.5641389086	5.1736357194	30.2622253721
347	84.210208031	12.1190130624	3.6707789066
348	55.8136924804	38.5521885522	5.6341189675
349	56.0288808664	7.9422382672	36.0288808664
350	34.909596662	8.7621696801	56.3282336579
351	77.2716618486	19.3530744589	3.3752636925
352	72.0215633423	17.6639712489	10.3144654088
353	64.5470383275	3.6585365854	31.7944250871
354	74.3595035231	24.7236062384	0.9168902385
355	69.8269896194	27.986973336	2.1860370446
356	39.907550077	5.7010785824	54.3913713405
357	59.6244131455	6.1815336463	34.1940532081
358	66.7964946446	1.9474196689	31.2560856865
359	81.2407680945	14.7307640661	4.0284678394
360	69.8642957417	19.1233816877	11.0123225706
361	61.5326251897	5.7663125948	32.7010622155
362	56.8643379366	6.8237205524	36.311941511
363	63.5706914345	2.4767801858	33.9525283798
364	80.8126611541	17.8743961353	1.3129427107
365	59.4695554725	13.4852446769	27.0451998506
366	66.4106406894	26.1708505058	7.4185088048
367	86.2125650069	12.925159902	0.8622750912
368	47.7582741525	35.9185314217	16.3231944258
369	81.9846720414	10.8888225341	7.1265054245
370	61.8042226488	3.7428023033	34.452975048
371	57.2446555819	8.729216152	34.026128266
372	64.5454545455	24.303030303	11.1515151515
373	67.2154617037	4.2233357194	28.561202577
374	59.4534711965	6.646971935	33.8995568685
375	62.5	4.3706293706	33.1293706294
376	63.0006357279	6.4208518754	30.5785123967
377	53.2803180915	9.4102054341	37.3094764745
378	64.9375600384	2.6897214217	32.3727185399
379	62.5563909774	5.4887218045	31.954887218
380	70.178335535	23.1175693527	6.7040951123
381	77.1238485159	2.8147389969	20.0614124872
382	62.8515369523	17.7894048398	19.359058208
383	67.1079429735	1.4256619145	31.466395112
384	73.4367183592	10.3551775888	16.208104052
385	78.7759905845	7.3362102785	13.8877991369
386	92.5300092336	1.6251154201	5.8448753463
387	63.0501930502	21.2741312741	15.6756756757
388	56.9707401033	6.2822719449	36.7469879518
389	54.5554335895	10.0439077936	35.4006586169
390	58.8534107402	6.9666182874	34.1799709724
391	66.7211774325	3.4341782502	29.8446443173
392	59.8233995585	6.548933039	33.6276674025
393	66.6937449228	3.4930950447	29.8131600325
394	61.1475409836	5.3278688525	33.5245901639
395	98.8152844986	0.2530730296	0.9316424718
396	75.8967998015	22.4634085835	1.639791615
397	60.8919382504	5.0600343053	34.0480274443
398	68.75	2.397260274	28.852739726
399	61.1012433393	4.7069271758	34.1918294849
400	66.7695473251	1.4403292181	31.7901234568
401	59.3305300432	40.0221312382	0.6473387186
402	56.7548746518	14.9025069638	28.3426183844
403	73.4373358546	24.9212102112	1.6414539342
404	56.5448504983	8.3056478405	35.1495016611
405	65.4598825832	2.3483365949	32.1917808219
406	66.3795007731	28.8712171416	4.7492820853
407	61.4987080103	4.8234280792	33.6778639104
408	61.0197368421	5.3453947368	33.6348684211
409	71.119133574	19.6389891697	9.2418772563
410	64.7509578544	2.7777777778	32.4712643678
411	54.4738725841	8.5182534001	37.0078740157
412	57.4599260173	8.4463625154	34.0937114673
413	76.9328802039	15.8028887001	7.264231096
414	60.6741573034	4.4007490637	34.925093633
415	61.8343195266	5.8431952663	32.3224852071
416	57.8448275862	6.0344827586	36.1206896552
417	66.8036998972	1.4388489209	31.7574511819
418	66.083679123	33.5322862544	0.3840346226
419	95.4191263282	3.5182998819	1.0625737899
420	60.3678929766	5.4347826087	34.1973244147
421	63.4232640425	35.6440974559	0.9326385016
422	87.8355295266	7.6256710591	4.5387994144
423	64.5669291339	2.657480315	32.7755905512
424	66.5711556829	2.1967526266	31.2320916905
425	81.2109345583	16.6277581143	2.1613073274
426	66.7107875579	15.1555261416	18.1336863005
427	66.9599217986	1.8572825024	31.1827956989
428	66.7353244078	1.4418125644	31.8228630278
429	57.7102803738	6.8535825545	35.4361370717
430	67.6318510858	15.2705963461	17.0975525681
431	40.2611534276	14.853101197	44.8857453754
432	75.7449178502	10.9440267335	13.3110554163
433	65.7869012708	2.2482893451	31.9648093842
434	62.0535714286	5.7291666667	32.2172619048
435	66.4589823468	1.4537902388	32.0872274143
436	65.4849688032	18.9166193988	15.5984117981
437	62.7773212818	4.7658175842	32.4568611339
438	81.4174589455	16.327492732	2.2550483225
439	57.6598311218	8.5042219542	33.835946924
440	57.8494623656	7.3835125448	34.7670250896
441	66.9230769231	2.0192307692	31.0576923077
442	66.5631469979	1.4492753623	31.9875776398
443	79.0664322724	19.2635085122	1.6700592154
444	55.6890459364	8.1978798587	36.1130742049
445	59.7615499255	6.4828614009	33.7555886736
446	59.2283718431	39.9527135948	0.8189145621
447	61.8181818182	6.2237762238	31.958041958
448	76.021234479	20.7576030232	3.2211624978
449	65.3465346535	2.2772277228	32.3762376238
450	66.3190823775	1.4598540146	32.2210636079
451	60.5080831409	6.0046189376	33.4872979215
452	70.3351449275	10.2807971014	19.384057971
453	61.6751269036	4.9069373943	33.4179357022
454	57.5401730532	8.4054388134	34.0543881335
455	58.1117021277	7.7792553192	34.1090425532
456	53.4143276079	38.7096774194	7.8759949728
457	95.9590281681	0.7619761414	3.2789956905
458	65.2879581152	10.4188481675	24.2931937173
459	61.0582634444	38.7218745013	0.2198620543
460	56.7901234568	8.024691358	35.1851851852
461	71.5555555556	8.4938271605	19.950617284
462	61.7082533589	3.8387715931	34.452975048
463	63.862332696	3.154875717	32.982791587
464	58.5393904543	8.4531339851	33.0074755607
465	60.9813084112	5.7632398754	33.2554517134
466	66.8580803938	3.3634126333	29.7785069729
467	45.729303548	5.7818659658	48.4888304862
468	81.1049362537	7.126511932	11.7685518143
469	95.5162845042	0.810573974	3.6731415218
470	62.5645438898	4.4750430293	32.9604130809
471	67.0071501532	1.4300306435	31.5628192033
472	61.0687022901	5.0890585242	33.8422391858
473	66.2486938349	1.4629049112	32.2884012539
474	63.9001986906	33.2627601707	2.8370411387
475	60.2378929482	5.3525913339	34.4095157179
476	69.3668528864	12.4767225326	18.156424581
477	70.2868773762	28.0579131303	1.6552094935
478	67.8990081154	2.254283138	29.8467087466
479	53.6534446764	5.7411273486	40.6054279749
480	65.6606304494	5.1643192488	29.1750503018
481	59.5360824742	5.4982817869	34.9656357388
482	51.4112903226	9.9462365591	38.6424731183
483	61.5643964936	6.5407956844	31.894807822
484	58.8315217391	7.4048913044	33.7635869565
485	64.358974359	3.9316239316	31.7094017094
486	81.9914651494	14.7842579422	3.2242769085
487	51.6887816647	10.4945717732	37.8166465621
488	77.1403924951	7.7205089498	15.1390985551
489	61.2745098039	5.3104575163	33.4150326797
490	58.1792318634	7.3257467994	34.4950213371
491	73.9032620922	23.7212995434	2.3754383643
492	75.0921149595	9.1378039794	15.7700810612
493	52.5238744884	9.4815825375	37.9945429741
494	73.7238731693	17.8871036542	8.3890231765
495	56.3858695652	8.2201086957	35.3940217391
496	62.5	5.8571428571	31.6428571429
497	55.7319223986	9.2886537331	34.9794238683
498	48.0056980057	3.9886039886	48.0056980057
499	64.0728476821	4.2218543046	31.7052980132
500	57.9915134371	7.4257425743	34.5827439887
501	64.2329020333	3.3271719039	32.4399260628
502	70.9264807559	23.4270569256	5.6464623185
503	69.8975634013	29.4361014421	0.6663351566
504	71.4423262084	21.8178316965	6.7398420951
505	62.9598662207	4.5150501672	32.525083612
506	67.074317968	2.1636876764	30.7619943556
507	54.7336100529	42.2982885086	2.9681014386
508	66.4241164241	1.4553014553	32.1205821206
509	66.0642570281	1.9076305221	32.0281124498
510	54.9682875264	41.5785764623	3.4531360113
511	59.1353996737	6.0358890702	34.8287112561
512	69.4954894754	17.4072836619	13.0972268627
513	59.2567567568	7.2972972973	33.4459459459
514	68.1401320616	23.3492296405	8.5106382979
515	79.5344993803	18.7807005463	1.6848000735
516	68.9260143198	12.553699284	18.5202863962
517	56.6689702833	8.0165860401	35.3144436766
518	71.3169642857	14.7693452381	13.9136904762
519	32.0547945205	20.8219178082	47.1232876712
520	61.974944731	5.8216654385	32.2033898305
521	70.559300419	17.3073419566	12.1333576243
522	70.4883227176	3.2554847842	26.2561924982
523	57.8703703704	6.8672839506	35.262345679
524	59.5555555556	6.5925925926	33.8518518519
525	62.0192307692	5.2083333333	32.7724358974
526	71.477318346	24.1870734645	4.3356081895
527	61.5246636771	4.4843049327	33.9910313901
528	76.9314769315	10.0737100737	12.9948129948
529	68.3233929755	4.3737574553	27.3028495693
530	72.6900318616	12.5625853437	14.7473827947
531	59.8376848737	38.1280367345	2.0342783918
532	59.1044201024	39.8194528541	1.0761270435
533	60.0858369099	5.321888412	34.5922746781
534	63.5314995563	3.9041703638	32.5643300799
535	87.5197597218	11.0852039203	1.3950363579
536	56.8212824011	8.0491132333	35.1296043656
537	71.7529518619	9.9909173479	18.2561307902
538	79.2731198273	12.8463476071	7.8805325657
539	49.6164467628	17.6127646517	32.7707885855
540	57.4029126214	8.5558252427	34.0412621359
541	77.1785714286	21.203125	1.6183035714
542	55.1460361613	8.4840055633	36.3699582754
543	70.5436612942	23.4423863363	6.0139523695
544	63.9917695473	2.366255144	33.6419753086
545	63.3053221289	3.548085901	33.1465919701
546	71.0701894849	19.3755004003	9.5543101148
547	65.5752212389	3.185840708	31.2389380531
548	62.2881355932	6.0028248588	31.709039548
549	63.3982300885	11.7522123894	24.8495575221
550	62.2030237581	5.9035277178	31.8934485241
551	68.3995327103	16.4135514019	15.1869158879
552	66.5479340525	30.2310197435	3.221046204
553	89.425934616	2.0647583294	8.5093070546
554	63.0026809651	4.0214477212	32.9758713137
555	57.1942446043	8.6930455636	34.1127098321
556	64.0937284631	5.5134390076	30.3928325293
557	62.8892733564	4.3252595156	32.785467128
558	74.2798353909	15.0205761317	10.6995884774
559	61.1563517915	5.3745928339	33.4690553746
560	63.9486103828	16.9638175144	19.0875721028
561	74.5708154506	19.0527283875	6.3764561619
562	63.4123222749	3.317535545	33.2701421801
563	61.6169544741	5.4945054945	32.8885400314
564	58.4875301689	6.3555913113	35.1568785197
565	75.1882204011	22.8063162103	2.0054633886
566	58.0322828593	6.8408916218	35.1268255188
567	74.91930081	22.321700469	2.758998721
568	74.6768015322	22.3246349054	2.9985635624
569	75.1204725633	21.3353023473	3.5442250894
570	68.8109545858	27.5243818343	3.6646635799
571	57.6295244855	14.3364088006	28.034066714
572	77.3956900504	17.7441540578	4.8601558918
573	69.0909090909	1.3397129187	29.5693779904
574	64.7693817468	2.5515210991	32.6790971541
575	91.2812248187	5.2135374698	3.5052377115
576	55.0688360451	24.9061326658	20.0250312891
577	68.6450985162	15.3004135247	16.0544879591
578	66.1898569571	7.2821846554	26.5279583875
579	69.9426873275	21.0571004033	9.0002122692
580	58.3924349882	6.5405831363	35.0669818755
581	85.0148887721	10.2557365563	4.7293746716
582	58.4405753217	6.8130204391	34.7464042392
583	78.5709620534	20.374240742	1.0547972046
584	69.5729537367	8.5409252669	21.8861209964
585	77.9065841306	16.555993247	5.5374226224
586	56.7507002801	9.18767507	34.0616246499
587	69.552585706	7.3213248112	23.1260894829
588	55.9139784946	8.0286738351	36.0573476703
589	56.2725864739	9.7573567372	33.9700567888
590	76.0496613995	13.8826185102	10.0677200903
591	66.8036998972	1.4388489209	31.7574511819
592	69.4783197832	15.7520325203	14.7696476965
593	58.6588921283	8.3381924198	33.0029154519
594	80.636888224	15.8794614234	3.4836503526
595	64.1791044776	4.6347211312	31.1861743912
596	58.5714285714	6.4285714286	35
597	65.1162790698	2.6162790698	32.2674418605
598	57.6444769568	7.3152889539	35.0402340892
599	62.6300148588	5.4977711739	31.8722139673
600	81.7457664884	16.5106951872	1.7435383244
601	65.1624548736	3.1588447653	31.678700361
602	70.8333333333	9.222846442	19.9438202247
603	57.625	8.3125	34.0625
604	51.5759312321	2.7220630373	45.7020057307
605	80.8881578947	12.8947368421	6.2171052632
606	66.0396039604	21.8811881188	12.0792079208
607	80.0583657588	7.8145265889	12.1271076524
608	72.9048749315	16.9800985941	10.1150264743
609	61.994325943	37.0687541592	0.9369198977
610	57.3760580411	8.5852478839	34.038694075
611	69.1853233831	17.7549751244	13.0597014925
612	62.818336163	4.4991511036	32.6825127334
613	77.3557057407	19.9720344908	2.6722597685
614	58.1142339075	5.5303717135	36.355394379
