Files	filesize	extracted text	metadata
615	62.2857142857	5.9285714286	31.7857142857
616	78.8340080972	15.7246963563	5.4412955466
617	59.3128390597	5.1537070524	35.5334538879
618	49.6449322143	10.7811491285	39.5739186572
619	61.8852459016	6.3524590164	31.762295082
620	66.5977249224	1.4477766288	31.9544984488
621	70.4747320061	12.3736600306	17.1516079632
622	48.3474250576	10.0691775557	41.5833973866
623	68.0245073688	24.9544626594	7.0210299719
624	62.8787878788	4.5454545455	32.5757575758
625	57.3126614987	9.4056847545	33.2816537468
626	66.5631469979	1.4492753623	31.9875776398
627	56.8429237947	7.1539657854	36.0031104199
628	69.2937563971	27.8403275333	2.8659160696
629	78.4140969163	17.6117724248	3.9741306589
630	51.0239906378	10.883557636	38.0924517262
631	65.6025538707	3.9904229848	30.4070231445
632	52.8113504992	10.8250131372	36.3636363636
633	64.353041988	3.8560411311	31.7909168809
634	78.2754880694	18.2537960954	3.4707158351
635	77.6854443667	18.255773268	4.0587823653
636	64.8111332008	2.4850894632	32.703777336
637	59.5435684647	7.0539419087	33.4024896266
638	57.3363431151	7.223476298	35.4401805869
639	61.4598540146	6.0583941606	32.4817518248
640	65.2152235333	27.9042712315	6.8805052352
641	62.8812725484	35.4993440472	1.6193834044
642	51.5957446809	10.6382978723	37.7659574468
643	63.0659253376	4.9245432883	32.0095313741
644	61.8885869565	6.3858695652	31.7255434783
645	93.5384227448	1.5633864969	4.8981907584
646	68.143812709	2.8428093646	29.0133779264
647	67.6607642125	2.0503261883	30.2889095993
648	76.041064199	17.7125506073	6.2463851938
649	69.5936478281	9.4815506773	20.9248014946
650	74.0582420518	15.5757413839	10.3660165643
651	55.0209205021	8.5076708508	36.4714086471
652	49.5639534884	3.1976744186	47.238372093
653	81.7599910943	16.497829233	1.7421796727
654	85.8761118424	12.5643173388	1.5595708189
655	95.5085374907	0.8017817372	3.6896807721
656	63.4424603175	27.1825396825	9.375
657	61.5102639296	6.0117302053	32.4780058651
658	91.9693351766	5.1841146161	2.8465502074
659	60.3351955307	4.5623836127	35.1024208566
660	51.2474713419	9.979770735	38.7727579231
661	83.6512919585	14.7597198744	1.5889881671
662	67.2983693257	14.9845747025	17.7170559718
663	66.5380906461	2.1215043394	31.3404050145
664	61.1420612813	6.4763231198	32.3816155989
665	81.1049362537	7.126511932	11.7685518143
666	88.6389798991	9.6387142478	1.7223058532
667	62.966031483	4.6396023198	32.3943661972
668	60.1694915254	6.709039548	33.1214689266
669	74.8480243161	8.358662614	16.7933130699
670	65.1486988848	2.9739776952	31.8773234201
671	65.1121076233	3.2286995516	31.6591928251
672	75.4911591356	12.9174852652	11.5913555992
673	58.5890975721	19.0563444801	22.3545579478
674	51.8276762402	9.9869451697	38.1853785901
675	68.7134502924	4.9707602339	26.3157894737
676	85.962113659	10.8673978066	3.1704885344
677	59.3625498008	6.1354581673	34.5019920319
678	76.2385193432	20.5816866129	3.179794044
679	88.7847595637	9.8901520971	1.3250883392
680	49.9075101739	13.2445431003	36.8479467259
681	68.9748549323	11.6054158607	19.419729207
682	64.1404805915	8.6876155268	27.1719038817
683	63.1794871795	18.4957264957	18.3247863248
684	60.3347280335	5.4393305439	34.2259414226
685	63.9265536723	15.790960452	20.2824858757
686	72.894698479	24.8165605715	2.2887409495
687	66.6986564299	2.1113243762	31.1900191939
688	57.2452229299	6.847133758	35.9076433121
689	58.9908256881	5.1376146789	35.871559633
690	56.9296375267	7.7469793888	35.3233830846
691	70.0240192154	21.6493194556	8.3266613291
692	65.9671838375	29.434088626	4.5987275366
693	66.362339515	15.6062767475	18.0313837375
694	75.1067020418	20.7636405583	4.1296573999
695	52.207293666	16.6346769034	31.1580294306
696	83.8867438867	6.6409266409	9.4723294723
697	61.099796334	6.6530889342	32.2471147318
698	61.5643964936	6.5407956844	31.894807822
699	80.3109409444	13.4006265228	6.2884325328
700	73.129218429	24.8019172454	2.0688643255
701	57.2727272727	8.6060606061	34.1212121212
702	65.1538461538	4.4615384615	30.3846153846
703	61.3652357495	6.3335679099	32.3011963406
704	63.861003861	4.8648648649	31.2741312741
705	60.3102189781	4.7445255475	34.9452554745
706	72.2408723636	26.2936123909	1.4655152455
707	73.9172749392	13.5766423358	12.5060827251
708	94.8522674357	4.4642723026	0.6834602617
709	53.9646320593	10.0399315459	35.9954363948
710	61.0897927859	5.8326937836	33.0775134305
711	62.0192307692	5.2083333333	32.7724358974
712	62.3456790123	6.1728395062	31.4814814815
713	55.6939501779	9.2526690392	35.0533807829
714	57.5719649562	8.3229036295	34.1051314143
715	87.769601624	7.2062928191	5.024105557
716	59.5041322314	7.0936639119	33.4022038567
717	72.4946695096	15.0776728602	12.4276576302
718	63.1631631632	2.9029029029	33.9339339339
719	54.6079779917	8.734525447	36.6574965612
720	59.6486175115	30.0979262673	10.2534562212
721	63.7168141593	3.8053097345	32.4778761062
722	63.3299284985	2.6557711951	34.0143003064
723	85.0422638736	9.2980521867	5.6596839397
724	80.376515635	15.9221442246	3.7013401404
725	54.8243167875	9.8717233687	35.3039598438
726	62.8425038984	19.3807083983	17.7767877033
727	48.3545414656	13.1197893813	38.5256691531
728	54.0540540541	10.5558388577	35.3901070882
729	69.6245733788	3.7542662116	26.6211604096
730	63.8024691358	15.0617283951	21.1358024691
731	77.6961271102	18.2522343595	4.0516385303
732	61.0612244898	5.387755102	33.5510204082
733	68.6556169429	23.2780847145	8.0662983425
734	61.9907736797	36.877739781	1.1314865392
735	57.2957969865	16.5344964314	26.1697065821
736	59.5884003742	4.7708138447	35.6407857811
737	66.1790780142	30.6515957447	3.1693262411
738	64.9619810242	33.5340824978	1.503936478
739	77.4896876841	18.8231332604	3.6871790555
740	61.8320610687	4.834605598	33.3333333333
741	58.6892919836	8.3089526039	33.0017554125
742	68.747485584	28.7515086496	2.5010057664
743	74.6233298588	19.634227234	5.7424429072
744	60.7476635514	5.8411214953	33.4112149533
745	59.3175853018	5.4243219598	35.2580927384
746	51.5132002576	10.1738570509	38.3129426916
747	57.1933962264	8.7853773585	34.0212264151
748	66.9052603147	25.3832129111	7.7115267743
749	59.6380802518	6.1369000787	34.2250196696
750	70.2728578267	10.6749640977	19.0521780756
751	91.9377046171	6.1622250099	1.900070373
752	51.6066838046	10.1542416452	38.2390745501
753	40.4368932039	15.3398058252	44.2233009709
754	65.1676206051	4.0065412919	30.825838103
755	83.9642359498	9.9744542499	6.0613098003
756	62.6240014046	34.3516811518	3.0243174436
757	65.3465346535	3.8778877888	30.7755775578
758	61.4035087719	6.067251462	32.5292397661
759	61.9543494267	37.1077451702	0.937905403
760	63.1853785901	4.1775456919	32.637075718
761	72.4386724387	17.2438672439	10.3174603175
762	81.5971447691	13.2723622574	5.1304929735
763	58.813108946	5.4915854739	35.6953055802
764	68.4459140293	11.9981105338	19.5559754369
765	51.9660411081	11.8409294013	36.1930294906
766	77.6874941627	19.1556925376	3.1568132997
767	58.4165477889	13.2667617689	28.3166904422
768	66.9230769231	2.0192307692	31.0576923077
769	69.4323144105	2.0087336245	28.5589519651
770	76.2007858231	20.5596985005	3.2395156764
771	72.6093224411	12.0134550697	15.3772224892
772	40	10.7920792079	49.2079207921
773	68.2720743557	7.900295733	23.8276299113
774	53.6847242557	10.8833577355	35.4319180088
775	59.5301327886	31.2359550562	9.2339121553
776	62.1508379888	6.0754189944	31.7737430168
777	56.7327409433	8.0656185919	35.2016404648
778	51.1760966306	10.3623649078	38.4615384615
779	65.7548125633	1.9250253293	32.3201621074
780	61.1918604651	6.1773255814	32.6308139535
781	77.0210168309	18.8453824017	4.1336007674
782	89.5815881134	8.8973149332	1.5210969534
783	65.5197657394	4.6852122987	29.7950219619
784	71.4430379747	15.746835443	12.8101265823
785	82.1190845263	15.9888757181	1.8920397556
786	63.1663974152	4.7657512116	32.0678513732
787	55.408388521	9.7130242826	34.8785871965
788	66.3300970874	14.7961165049	18.8737864078
789	61.6093880972	4.9455155071	33.4450963956
790	89.3519364731	9.5249700441	1.1230934828
791	57.3863636364	7.5994318182	35.0142045455
792	58.1624282199	6.3166529943	35.5209187859
793	71.8768859384	3.7417018709	24.3814121907
794	88.3246738977	10.251620701	1.4237054013
795	61.9909502262	5.6561085973	32.3529411765
796	68.7423806505	27.8587799288	3.3988394207
797	65.306122449	4.5351473923	30.1587301587
798	56.393030962	43.0956818888	0.5112871492
799	60.3253182461	6.6478076379	33.026874116
800	88.7926292629	9.5709570957	1.6364136414
801	60.5196982397	5.3646269908	34.1156747695
802	59.5475113122	5.0678733032	35.3846153846
803	71.0034013605	1.7006802721	27.2959183673
804	35.3711790393	8.0058224163	56.6229985444
805	75.8794595604	22.2215304153	1.8990100243
806	40.7102803738	16.7476635514	42.5420560748
807	61.0289389068	7.0096463023	31.961414791
808	68.2035355948	23.1485905399	8.6478738653
809	48.5714285714	11.7201166181	39.7084548105
810	80.8993669504	17.2888015717	1.8118314778
811	67.3093042749	3.101424979	29.589270746
812	55.2795031056	8.4886128364	36.231884058
813	71.066319896	3.5760728219	25.3576072822
814	66.4241164241	1.4553014553	32.1205821206
815	66.8868703551	3.3030553262	29.8100743187
816	85.6352201258	2.4402515723	11.9245283019
817	54.3606206528	10.2193686463	35.4200107009
818	69.0510424155	9.7411933861	21.2077641984
819	59.0341382182	5.9117402165	35.0541215654
820	65.0929899857	26.4050684652	8.5019415492
821	76.1242236025	18.6832298137	5.1925465839
822	57.3760580411	8.5852478839	34.038694075
823	62.0535714286	5.7291666667	32.2172619048
824	69.4997786631	10.5799026118	19.9203187251
825	68.5441370224	16.4031620553	15.0527009223
826	57.625	8.3125	34.0625
827	57.2706935123	7.3079791201	35.4213273676
828	53.2228360958	9.883364027	36.8937998772
829	73.2874569909	22.3125847148	4.3999582942
830	58.5174625802	13.1860299359	28.296507484
831	62.2377622378	4.458041958	33.3041958042
832	60.0704225352	6.7605633803	33.1690140845
833	69.5155296922	28.1567692631	2.3277010447
834	70.0648549092	29.2709210965	0.6642239944
835	74.0652346858	14.6910633784	11.2437019358
836	62.5325238508	4.4232437121	33.0442324371
837	62.1783876501	4.6312178388	33.1903945111
838	62.04238921	26.0115606936	11.9460500963
839	65.8935224132	22.8337940151	11.2726835717
840	60.6997558991	5.5329536208	33.7672904801
841	53.7836465211	10.6653123413	35.5510411376
842	80.6301251618	16.4868364264	2.8830384117
843	69.6926713948	9.7872340426	20.5200945626
844	59.8784194529	7.7203647416	32.4012158055
845	58.4702907712	7.9646017699	33.5651074589
846	78.6224439879	17.3662068291	4.0113491831
847	70.8034813989	27.1559730404	2.0405455607
848	66.9396110542	1.4329580348	31.627430911
849	63.6796949476	3.2411820782	33.0791229743
850	75.0719631549	2.9360967185	21.9919401267
851	63.8347622759	33.3690568979	2.7961808262
852	65.2377240842	4.2868277475	30.4754481684
853	64.9125378677	32.7372227108	2.3502394215
854	61.8031658637	6.3317274604	31.8651066758
855	58.7772925764	34.6899563319	6.5327510917
856	65.7074340528	3.996802558	30.2957633893
857	70.893235918	17.4169219892	11.6898420929
858	66.6574279379	12.6662971175	20.6762749446
859	62.3164763458	4.9755301795	32.7079934747
860	60.5555555556	7.4074074074	32.037037037
861	55.9139784946	8.0286738351	36.0573476703
862	63.5640413683	11.3762927605	25.0596658711
863	65.4083733699	5.1475634866	29.4440631434
864	56.1669829222	8.7286527514	35.1043643264
865	73.612112473	14.8521989906	11.5356885364
866	62.7450980392	4.8202614379	32.4346405229
867	59.6527777778	17.6388888889	22.7083333333
868	54.0709812109	8.8378566458	37.0911621434
869	88.7804503189	9.8939522016	1.3255974794
870	68.3883309421	6.0736489718	25.5380200861
871	58.5611510791	7.1223021583	34.3165467626
872	63.2833186231	3.9717563989	32.7449249779
873	63.291030698	34.1879608986	2.5210084034
874	66.4589823468	1.4537902388	32.0872274143
875	68.6252771619	5.8758314856	25.4988913525
876	83.7698036561	15.2362897766	0.9939065674
877	87.1215263376	3.4632932393	9.4151804231
878	65.7442748092	2.4809160305	31.7748091603
879	86.8516156463	5.4315476191	7.7168367347
880	60.5143721634	6.1270801815	33.3585476551
881	74.4680851064	12.9216398547	12.6102750389
882	61.1377655929	6.5798492118	32.2823851953
883	61.9164619165	5.0778050778	33.0057330057
884	62.9526462396	3.7140204271	33.3333333333
885	60.8945686901	7.0926517572	32.0127795527
886	56.4697083022	7.5542258788	35.976065819
887	60.3725656224	5.3344623201	34.2929720576
888	79.2407108239	17.6575121163	3.1017770598
889	57.1724137931	7.8620689655	34.9655172414
890	82.5371428571	10.9257142857	6.5371428571
891	54.2196531792	9.8843930636	35.8959537572
892	62.6666666667	3.5238095238	33.8095238095
893	40.2854877082	12.5297383029	47.1847739889
894	62.9656683711	5.5514974434	31.4828341855
895	68.6682242991	23.3878504673	7.9439252336
896	71.8191474622	26.4305177112	1.7503348266
897	41.4808917197	12.101910828	46.4171974522
898	56.1332250203	7.0674248578	36.7993501219
899	57.2716346154	8.6538461539	34.0745192308
900	57.1428571429	7.6759061834	35.1812366738
901	59.345603272	24.7852760736	15.8691206544
902	65.4860587792	4.4461190656	30.0678221552
903	62.1099554235	5.720653789	32.1693907875
904	55.6	8.6	35.8
905	56.9025928521	7.8486334969	35.248773651
906	61.9130434783	4.6086956522	33.4782608696
907	99.4291503184	0.0385926545	0.5322570271
908	68.283852281	3.8377986966	27.8783490224
909	56.9069300818	35.5301744096	7.5628955086
910	62.0879120879	4.1208791209	33.7912087912
911	52.6150627615	6.0669456067	41.3179916318
912	80.3762568926	6.9737268894	12.650016218
913	65.6370656371	2.4131274131	31.9498069498
914	59.2160133445	5.8381984988	34.9457881568
915	95.3270335372	3.0609597925	1.6120066704
916	64.3274853801	2.8265107213	32.8460038986
917	70.4059362724	11.3487560017	18.2453077259
918	95.4456415279	2.1112199369	2.4431385352
919	66.6354264292	2.3430178069	31.0215557638
920	62.6306620209	4.3554006969	33.0139372822
921	62.4708624709	5.2836052836	32.2455322455
922	56.4714025042	40.7978355251	2.7307619707
923	72.0418709421	25.5266993507	2.4314297072
924	85.3711423855	14.1182395568	0.5106180577
925	65.4377880184	4.3778801843	30.1843317972
926	72.6792218686	26.818646658	0.5021314734
927	58.5561497326	5.5258467023	35.9180035651
928	68.1063122924	2.9069767442	28.9867109635
929	69.3424377655	28.2219474165	2.435614818
930	58.9658048374	5.9216013345	35.1125938282
931	63.0733944954	5.1987767584	31.7278287462
932	61.7788461538	7.0913461539	31.1298076923
933	34.3253968254	15.7407407407	49.9338624339
934	61.7621899059	4.7904191617	33.4473909324
935	63.2173913043	4.1739130435	32.6086956522
936	68.2190882256	18.8586421778	12.9222695966
937	81.517398745	6.7883628066	11.6942384484
938	67.5930521092	7.1960297767	25.2109181141
939	65.2879581152	10.4188481675	24.2931937173
940	81.8742748655	16.831030482	1.2946946525
941	49.8505678422	34.3295477187	15.8198844391
942	95.4228855721	1.5485074627	3.0286069652
943	70.9262725125	27.7145399319	1.3591875556
944	74.4552780818	23.3011640633	2.2435578549
945	65.8221024259	6.3611859838	27.8167115903
946	69.2740046838	11.7096018735	19.0163934426
947	61.7398648649	4.8986486487	33.3614864865
948	67.3089413293	22.3857977917	10.305260879
949	56.9620253165	7.805907173	35.2320675105
950	60.2564102564	5.2991452992	34.4444444444
951	77.8114350625	7.3457023855	14.8428625521
952	56.1436672968	8.7586641462	35.097668557
953	65.7894736842	5.6915544676	28.5189718482
954	65.221402214	2.9520295203	31.8265682657
955	54.3201133144	8.6402266289	37.0396600567
956	61.9623514565	37.0999404073	0.9377081362
957	74.3307086614	7.1916010499	18.4776902887
958	61.3833315502	37.9159088478	0.700759602
959	76.7947421638	2.9828109201	20.2224469161
960	60.663507109	5.766192733	33.570300158
961	60.404040404	6.936026936	32.6599326599
962	74.2451911371	23.094716338	2.660092525
963	62.4053826745	4.7098402019	32.8847771236
964	68.152866242	2.092811647	29.754322111
965	74.2614475628	19.1654357459	6.5731166913
966	73.9236111111	9.8263888889	16.25
967	67.2162948594	1.842870999	30.9408341416
968	56.1282516636	37.9915305505	5.8802177858
969	69.8426966292	8.4943820225	21.6629213483
970	57.5735821967	7.4659009332	34.9605168701
971	76.4725347452	13.5340833885	9.9933818663
972	58.2099596231	7.6716016151	34.1184387618
973	61.6803278689	6.4207650273	31.8989071038
974	60.3980099502	3.8805970149	35.7213930348
975	55.8007117438	8.1138790036	36.0854092527
976	84.0159088466	12.587337418	3.3967537354
977	67.9520137104	2.6563838903	29.3916023993
978	62.1698786581	20.4139900071	17.4161313348
979	62.6743232158	4.7579983593	32.5676784249
980	59.8367346939	5.7959183674	34.3673469388
981	62.9955947137	4.140969163	32.8634361233
982	96.60311331	0.5671533728	2.8297333172
983	51.6644474035	9.9201065246	38.4154460719
984	66.0178853235	11.9936875329	21.9884271436
985	60.8368200837	5.2719665272	33.8912133891
986	64.0862322391	14.943655071	20.9701126899
987	62.5916870416	4.8899755501	32.5183374083
988	58.3230416373	39.9964714185	1.6804869443
989	63.976945245	3.0739673391	32.9490874159
990	68.2739343117	26.2054507338	5.5206149546
991	53.9256198347	8.9531680441	37.1212121212
992	71.8847352025	13.5514018692	14.5638629283
993	73.7084745763	22.6101694915	3.6813559322
994	70.522749274	9.2449177154	20.2323330106
995	70.0126262626	5.744949495	24.2424242424
996	62.341325811	5.9943582511	31.6643159379
997	68.4840425532	7.3138297872	24.2021276596
998	76.7402851552	10.6234274532	12.6362873917
999	70.6673564408	5.9493016037	23.3833419555
1000	63.7885462555	3.8766519824	32.3348017621
1001	60.6598984772	5.2453468697	34.0947546531
1002	55.6253569389	9.4802969732	34.8943460879
1003	62.2641509434	4.222821204	33.5130278527
1004	81.4883501366	17.8187274505	0.6929224129
1005	91.7324091386	4.9888275799	3.2787632815
1006	53.8996522603	10.7302533532	35.3700943865
1007	56.7090005522	9.2766427388	34.014356709
1008	61.8438761777	6.4602960969	31.6958277254
1009	59.8739495798	6.862745098	33.2633053221
1010	96.0784313725	0.5980770687	3.3234915588
1011	58.596214511	6.4668769716	34.9369085174
1012	66.8219944082	2.329916123	30.8480894688
1013	68.3293978749	18.0342384888	13.6363636364
1014	57.9292267366	7.9292267366	34.1415465269
1015	66.28003314	3.4797017399	30.2402651201
1016	64.7512864494	3.7735849057	31.4751286449
1017	75.0060139524	13.9764253067	11.0175607409
1018	59.6208530806	4.644549763	35.7345971564
1019	64.9061662198	33.6092493298	1.4845844504
1020	65.2879581152	10.4188481675	24.2931937173
1021	69.8580617724	28.2122162564	1.9297219712
1022	72.5934314836	20.2151755379	7.1913929785
1023	58.2995951417	7.624831309	34.0755735493
1024	82.5669864373	9.4608005293	7.9722130334
1025	62.7289377289	3.8461538462	33.4249084249
1026	61.8453865337	4.9875311721	33.1670822943
1027	51.7578125	10.0260416667	38.2161458333
1028	62.8895184136	3.5882908404	33.522190746
1029	60.878962536	6.3400576369	32.7809798271
1030	61.4598540146	6.0583941606	32.4817518248
1031	73.427672956	1.4937106918	25.0786163522
1032	63.6533084809	3.4482758621	32.898415657
1033	55.0355450237	9.4786729858	35.4857819905
1034	60.6194690265	6.2684365782	33.1120943953
1035	65.9574468085	4.0189125296	30.0236406619
1036	63.4146341463	3.4709193246	33.1144465291
1037	72.4153150171	24.8648350436	2.7198499393
1038	65.9667541557	3.1496062992	30.8836395451
1039	65.4231119199	3.0027297543	31.5741583258
1040	63.2224168126	4.11558669	32.6619964974
1041	67.90176648	10.7281344248	21.3700990952
1042	56.6691230656	7.5902726603	35.7406042741
1043	66.3190823775	1.4598540146	32.2210636079
1044	83.7038432555	9.853051997	6.4431047476
1045	55.2342394448	9.5430884905	35.2226720648
1046	77.6722090261	14.9983033593	7.3294876145
1047	59.865470852	6.4275037369	33.7070254111
1048	54.0192926045	0.1607717042	45.8199356913
1049	63.5303913405	4.4129891757	32.0566194838
1050	87.1040261598	2.3911710607	10.5048027795
1051	68.4390587032	29.6329453894	1.9279959074
1052	59.2511013216	6.7547723935	33.9941262849
1053	58.9908256881	5.1376146789	35.871559633
1054	57.9915134371	7.4257425743	34.5827439887
1055	73.6650926262	9.4079186342	16.9269887396
1056	54.1477272727	10	35.8522727273
1057	73.9361974499	23.9387577449	2.1250448052
1058	54.0029835903	10.6911984088	35.305818001
1059	69.0815824608	28.2481905699	2.6702269693
1060	55.9523809524	8.5317460318	35.5158730159
1061	59.1007976795	6.8890500363	34.0101522843
1062	81.8035426731	10.346215781	7.8502415459
1063	74.2962119644	23.2767542952	2.4270337404
1064	54.0237214641	44.3725290142	1.6037495217
1065	72.4090280977	11.6536158452	15.9373560571
1066	64.5607849371	34.8019594526	0.6372556103
1067	61.875	6.25	31.875
1068	58.7554269175	7.018813314	34.2257597685
1069	69.6543158766	20.4512523287	9.8944317947
1070	79.9629607503	18.095465679	1.9415735707
1071	63.0463003029	17.221981826	19.7317178711
1072	65.518913676	25.7032007759	8.777885548
1073	34.7469220246	9.0287277702	56.2243502052
1074	53.9480657128	43.9719130896	2.0800211977
1075	48.7367021277	10.9042553191	40.3590425532
1076	78.0254178927	19.6894759907	2.2851061166
1077	66.9396110542	1.4329580348	31.627430911
1078	70.4125443345	13.2350196005	16.352436065
1079	58.8419505336	37.400140602	3.7579088643
1080	76.2748756219	12.9664179104	10.7587064677
1081	58.8477366255	23.3196159122	17.8326474623
1082	67.4247982392	15.5539251651	17.0212765957
1083	61.0073111292	5.4427294882	33.5499593826
1084	73.6281299947	5.5940330314	20.7778369739
1085	61.9757688723	4.0074557316	34.0167753961
1086	71.7391304348	1.5886287625	26.6722408027
1087	61.4661654135	4.0413533835	34.492481203
1088	72.3427000611	22.2205253513	5.4367745877
1089	64.9409627611	3.1789282471	31.8801089918
1090	59.1780821918	5.1141552511	35.7077625571
1091	68.5126123514	28.1627524886	3.32463516
1092	66.0532687651	20.9362389023	13.0104923325
1093	58.904109589	6.9935111752	34.1023792358
1094	70.0943864878	6.3586686538	23.5469448584
1095	89.4341801386	9.7100791818	0.8557406796
1096	57.4050859599	39.407234957	3.1876790831
1097	65.7117278424	3.0438675022	31.2444046553
1098	70.5518018018	4.5608108108	24.8873873874
1099	62.0374531835	27.4157303371	10.5468164794
1100	85.7695614789	5.4600171969	8.7704213242
1101	70.7352941176	17.0098039216	12.2549019608
1102	62.8649635036	3.8321167883	33.302919708
1103	86.3307792396	11.4645077346	2.2047130259
1104	56.2999385372	8.8506453596	34.8494161033
1105	61.3151152861	4.9530315969	33.731853117
1106	65.4379383461	24.7431087914	9.8189528625
1107	74.5258576018	20.8311742149	4.6429681832
1108	66.897147796	2.9386343993	30.1642178047
1109	63.1059245961	3.9497307002	32.9443447038
1110	59.5475113122	5.0678733032	35.3846153846
1111	60.6237816764	7.0825211176	32.293697206
1112	61.3667986728	37.9321417104	0.7010596168
1113	72.9162184259	25.065622445	2.0181591291
1114	62.0856353591	6.2154696133	31.6988950276
1115	64.1670860594	11.0719677906	24.76094615
1116	80.4776461597	17.5391669851	1.9831868552
1117	81.2884568053	16.9086881615	1.8028550332
1118	57.4408901252	7.719054242	34.8400556328
1119	62.1917808219	4.1095890411	33.698630137
1120	63.2379248658	3.9355992844	32.8264758497
1121	61.3970588235	6.0294117647	32.5735294118
1122	70.7751239297	26.4007811326	2.8240949377
1123	68.3252682516	29.4918998527	2.1828318956
1124	72.9986993024	26.5555161405	0.4457845572
1125	57.0652173913	16.1005434783	26.8342391304
1126	56.2580645161	8.5806451613	35.1612903226
1127	61.8836915297	6.8268015171	31.2895069532
1128	78.8880813953	13.0450581395	8.0668604651
1129	54.2062415197	8.9552238806	36.8385345997
1130	57.3068094874	7.1155317521	35.5776587605
1131	57.9381443299	7.6288659794	34.4329896907
1132	79.3754818813	7.3631457209	13.2613723978
1133	58.6206896552	6.6666666667	34.7126436782
1134	52.1192222412	34.41071124	13.4700665188
1135	70.00691085	22.7136604469	7.2794287031
1136	75.7584039355	12.7630500137	11.4785460508
1137	74.6223564955	11.2789526687	14.0986908359
1138	60.6666666667	6.2222222222	33.1111111111
1139	68.4811237928	30.3831884222	1.135687785
1140	67.9012345679	1.804368471	30.2943969611
1141	58.0530973451	5.7522123894	36.1946902655
1142	84.3539579026	14.5883039075	1.0577381899
1143	74.8722572888	11.1211301473	14.0066125639
1144	59.0163934426	7.3087431694	33.674863388
1145	66.0642570281	1.9076305221	32.0281124498
1146	59.1885441527	8.0548926014	32.7565632458
1147	58.0310880829	7.1058475204	34.8630643967
1148	49.1773308958	11.2736136502	39.549055454
1149	56.1988672121	8.7476400252	35.0534927627
1150	50.6635891518	11.0790536642	38.2573571841
1151	53.8461538462	9.0537780803	37.1000680735
1152	53.6136041568	11.0533774209	35.3330184223
1153	66.5112665113	3.885003885	29.6037296037
1154	66.8669527897	3.0042918455	30.1287553648
1155	55.1959619952	22.1793349169	22.6247030879
1156	68.6673448627	6.7141403866	24.6185147508
1157	75.3352769679	13.2361516035	11.4285714286
1158	63.0769230769	4.358974359	32.5641025641
1159	65.1844843898	2.7436140019	32.0719016083
1160	42.7361563518	13.0293159609	44.2345276873
1161	62.1863799283	4.2114695341	33.6021505376
1162	69.7883930442	24.8481039179	5.3635030379
1163	64.6884272997	2.5717111771	32.7398615232
1164	73.3870967742	8.2258064516	18.3870967742
1165	61.4987080103	4.8234280792	33.6778639104
1166	79.2712550607	10.4183535762	10.310391363
1167	66.0474716202	17.9566563467	15.995872033
1168	68.510370836	15.587680704	15.9019484601
1169	78.1988714351	17.9197803874	3.8813481775
1170	67.405978785	1.8322082932	30.7618129219
1171	64.0926640927	2.9922779923	32.9150579151
1172	72.2684958354	15.678588927	12.0529152376
1173	59.7835137386	30.5162364696	9.7002497918
1174	59.9514563107	5.8252427185	34.2233009709
1175	56.4580559254	8.3222370173	35.2197070573
1176	77.1252687121	18.2235684972	4.6511627907
1177	56.0585885486	8.4553928096	35.4860186418
1178	71.4975845411	7.2463768116	21.2560386473
1179	76.5427094944	21.5878001824	1.8694903232
1180	56.0165975104	8.2295988935	35.7538035961
1181	66.4241164241	1.4553014553	32.1205821206
1182	83.3643922018	14.3635321101	2.2720756881
1183	60.502283105	6.0882800609	33.4094368341
1184	65.8498023715	4.0316205534	30.1185770751
1185	65.1793525809	3.4120734908	31.4085739283
1186	76.1500547645	11.3636363636	12.4863088719
1187	65.4914529915	1.4957264957	33.0128205128
1188	68.606505102	23.2302295918	8.1632653061
1189	52.6150627615	6.0669456067	41.3179916318
1190	69.4956676294	19.9289046878	10.5754276827
1191	59.5315024233	5.9773828756	34.4911147011
1192	85.6125356125	10.5056980057	3.8817663818
1193	66.8099742046	3.0094582975	30.1805674979
1194	90.8712170272	8.4185986271	0.7101843457
1195	57.7922077922	7.3593073593	34.8484848485
1196	63.5314995563	3.9041703638	32.5643300799
1197	51.4492753623	30.0235017626	18.527222875
1198	59.8039215686	5.8006535948	34.3954248366
1199	67.3170731707	3.3333333333	29.3495934959
1200	87.0293398533	11.4588427058	1.5118174409
1201	61.5131578947	5.1809210526	33.3059210526
1202	55.9712230216	7.9856115108	36.0431654676
1203	65.4929577465	3.2570422535	31.25
1204	60.0121728545	7.6688983567	32.3189287888
1205	69.5950155763	26.1121495327	4.292834891
1206	76.6422018349	12.3853211009	10.9724770642
1207	51.2702078522	9.0839107005	39.6458814473
1208	64.6071188717	5.5070517126	29.8858294157
1209	73.367029549	11.0031104199	15.6298600311
1210	51.370204285	11.5595416044	37.0702541106
1211	78.3304375934	20.1866742091	1.4828881975
1212	57.4572127139	8.4963325183	34.0464547677
1213	65.5677655678	4.6153846154	29.8168498168
1214	81.392476137	14.0033688939	4.6041549691
1215	64.1758241758	6.8131868132	29.010989011
1216	63.4408602151	3.853046595	32.70609319
1217	59.0677966102	5.7627118644	35.1694915254
1218	62.0347394541	4.9627791563	33.0024813896
1219	59.8615916955	5.276816609	34.8615916955
1220	51.8039482641	9.7345132743	38.4615384615
1221	58.8709677419	6.8914956012	34.2375366569
